MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,2,Makulubuse Tent,4100KUS0201,0,76,2,0,0,2,0,1,0,0,0,0,0,1,63,0,0,0,0,0,1,0,0,3,0,149,146
Lupane,Lupane West,Kusile RDC,2,Matshokotsha Primary School,4100KUS0202,1,27,0,1,0,0,0,2,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,1,0,103,102
Lupane,Lupane West,Kusile RDC,2,Mzola 52 Primary School,4100KUS0203,0,80,1,0,0,0,0,3,1,0,0,0,0,0,52,1,0,0,1,1,0,0,1,4,0,145,141
Lupane,Lupane West,Kusile RDC,2,Mzola 55 Primary School,4100KUS0204,2,86,0,0,1,0,1,5,1,0,0,0,0,0,72,0,0,0,1,0,0,0,0,2,0,171,169
,,,,4 POLLING STATIONS,WARD TOTAL,3,269,3,1,1,2,1,11,2,0,0,0,0,1,257,1,0,0,2,1,1,1,1,10,0,568,558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,3,Chitete Primary School,4100KUS0301,1,140,0,0,0,2,1,8,3,0,1,0,0,0,135,1,0,1,0,0,0,1,1,6,0,301,295
Lupane,Lupane West,Kusile RDC,3,Dandanda Primary School,4100KUS0302,0,232,1,0,0,2,2,5,1,0,0,0,1,1,62,3,0,3,1,2,0,1,0,3,0,320,317
Lupane,Lupane West,Kusile RDC,3,Gegema Primary School,4100KUS0303,0,60,1,0,0,0,0,10,1,0,0,0,0,0,20,0,0,1,1,0,0,0,0,1,0,95,94
Lupane,Lupane West,Kusile RDC,3,Kenyandavu Primary School,4100KUS0304,1,94,2,0,1,2,2,6,0,0,0,0,0,1,207,2,1,0,0,1,1,1,1,8,0,331,323
Lupane,Lupane West,Kusile RDC,3,Mahlalufikile Primary School,4100KUS0305,0,201,2,0,0,1,0,15,1,1,1,0,1,2,96,1,0,1,0,0,0,0,1,22,0,346,324
Lupane,Lupane West,Kusile RDC,3,Sefula Primary School,4100KUS0306,2,80,2,0,0,0,0,4,0,0,0,0,0,1,53,3,0,1,0,0,1,0,0,2,0,149,147
,,,,6 POLLING STATIONS,WARD TOTAL,4,807,8,0,1,7,5,48,6,1,2,0,2,5,573,10,1,7,2,3,2,3,3,42,0,1542,1500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,4,Mzola 27 Primary School,4100KUS0401,0,76,0,0,0,0,0,1,0,0,0,0,0,0,110,4,2,2,0,0,0,1,0,1,0,197,196
Lupane,Lupane West,Kusile RDC,4,Mzola 5 Primary School,4100KUS0402,0,129,2,0,0,1,1,6,0,0,0,0,0,1,130,1,0,0,0,0,0,1,1,6,0,279,273
Lupane,Lupane West,Kusile RDC,4,Nono Primary School,4100KUS0403,0,125,1,0,0,1,0,3,0,2,0,1,0,0,96,2,0,0,0,1,0,0,0,5,,237,232
Lupane,Lupane West,Kusile RDC,4,Thokozani Primary School,4100KUS0404,0,34,1,0,0,1,2,4,0,1,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,112,112
,,,,4 POLLING STATIONS,WARD TOTAL,0,364,4,0,0,3,3,14,0,3,0,1,0,1,405,7,2,2,0,1,0,2,1,12,0,825,813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,5,Esibombo Primary School,4100KUS0501,2,138,0,0,0,2,0,10,0,0,0,0,1,2,96,0,0,0,0,0,0,0,5,13,0,269,256
Lupane,Lupane West,Kusile RDC,5,Kana Primary School,4100KUS0502,7,116,2,1,0,3,2,9,1,1,1,0,1,2,237,2,0,1,3,1,2,1,2,19,0,414,395
Lupane,Lupane West,Kusile RDC,5,Msewele Primary School,4100KUS0503,3,123,1,0,0,6,0,2,0,0,0,0,0,0,107,1,0,1,0,0,0,1,1,8,0,254,246
Lupane,Lupane West,Kusile RDC,5,Sibavule Primary School,4100KUS0504,0,52,0,0,0,1,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,1,0,91,90
Lupane,Lupane West,Kusile RDC,5,Sinqobile Primary School,4100KUS0505,0,63,0,0,0,2,1,2,2,0,0,0,0,0,168,1,2,0,0,0,1,0,0,11,0,253,242
,,,,5 POLLING STATIONS,WARD TOTAL,12,492,3,1,0,14,3,25,3,1,1,0,2,4,642,4,2,2,3,1,3,3,8,52,0,1281,1229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,8,Buyu Tent,4100KUS0801,1,57,0,0,0,0,0,4,0,0,0,0,2,0,111,1,0,2,1,0,0,1,2,6,0,188,182
Lupane,Lupane West,Kusile RDC,8,Ngombane Primary School,4100KUS0802,0,117,1,0,0,0,1,13,0,0,0,0,0,0,72,3,1,0,0,1,2,1,1,1,0,214,213
Lupane,Lupane West,Kusile RDC,8,Sobendle Primary School,4100KUS0803,1,76,1,0,1,5,1,11,1,0,0,0,1,0,157,1,0,1,14,0,1,0,1,9,0,282,273
Lupane,Lupane West,Kusile RDC,8,Tshongokwe Primary School,4100KUS0804,0,252,2,0,1,2,2,33,0,1,0,2,0,2,196,1,0,3,0,0,0,1,1,6,0,505,499
,,,,4 POLLING STATIONS,WARD TOTAL,2,502,4,0,2,7,4,61,1,1,0,2,3,2,536,6,1,6,15,1,3,3,5,22,0,1189,1167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,9,Bangale Primary School,4100KUS0901,0,84,1,0,0,3,0,29,0,0,0,0,0,0,125,0,0,0,1,0,0,0,1,2,0,246,244
Lupane,Lupane West,Kusile RDC,9,Ngadlwana Primary School,4100KUS0902,2,53,3,0,0,0,0,3,0,0,0,0,0,1,155,0,1,0,0,1,0,0,0,6,0,225,219
Lupane,Lupane West,Kusile RDC,9,Tiki Primary School,4100KUS0903,5,157,2,2,1,1,1,13,0,0,0,1,0,1,249,2,0,4,1,0,0,2,0,18,0,460,442
Lupane,Lupane West,Kusile RDC,9,Tshongogwana Primary School,4100KUS0904,2,79,2,1,1,1,0,4,0,0,0,0,0,1,105,0,0,1,0,0,0,1,0,5,0,203,198
,,,,4 POLLING STATIONS,WARD TOTAL,9,373,8,3,2,5,1,49,0,0,0,1,0,3,634,2,1,5,2,1,0,3,1,31,0,1134,1103
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,13,Gundwane Primary School,4100KUS1301,1,89,2,0,1,3,0,4,0,1,0,1,0,0,62,0,0,1,0,1,1,0,0,3,0,170,167
Lupane,Lupane West,Kusile RDC,13,Jotsholo Clinic,4100KUS1302,0,185,0,0,1,0,0,8,0,0,0,0,0,2,85,0,0,0,0,0,0,0,0,12,0,293,281
Lupane,Lupane West,Kusile RDC,13,Jotsholo Primary School,4100KUS1303,0,72,1,0,0,0,0,3,0,0,0,0,0,0,73,0,0,0,1,0,1,0,0,0,0,151,151
Lupane,Lupane West,Kusile RDC,13,Kwarai Primary School,4100KUS1304,1,119,0,0,0,1,1,15,0,0,0,0,0,0,91,1,1,1,1,0,1,2,0,2,0,237,235
Lupane,Lupane West,Kusile RDC,13,Manganganga Primary School,4100KUS1305,4,173,2,0,0,2,0,9,0,0,0,0,0,0,88,4,1,1,0,0,1,0,0,9,0,294,285
Lupane,Lupane West,Kusile RDC,13,St. George Primary School,4100KUS1306,2,106,0,0,0,0,0,9,0,0,0,0,0,0,42,1,0,0,0,0,0,0,1,4,0,165,161
Lupane,Lupane West,Kusile RDC,13,Zinapi Primary School,4100KUS1307,1,38,3,0,0,0,2,9,0,0,0,0,0,0,47,2,0,1,0,0,0,0,0,3,0,106,103
,,,,7 POLLING STATIONS,WARD TOTAL,9,782,8,0,2,6,3,57,0,1,0,1,0,2,488,8,2,4,2,1,4,2,1,33,0,1416,1383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,14,Gumede Primary School,4100KUS1401,1,131,3,0,0,0,1,12,1,0,0,0,0,0,57,0,0,0,0,1,0,2,1,5,0,215,210
Lupane,Lupane West,Kusile RDC,14,Jabatshaba Primary School,4100KUS1402,6,133,2,0,1,0,4,14,0,1,0,1,1,3,116,3,0,3,0,4,1,2,0,4,0,299,295
Lupane,Lupane West,Kusile RDC,14,Masenyane Primary School,4100KUS1403,2,108,1,0,0,0,1,8,0,0,0,0,0,0,98,1,0,0,0,0,0,0,0,3,0,222,219
Lupane,Lupane West,Kusile RDC,14,Menyezwa Primary School,4100KUS1404,1,119,0,0,0,1,0,3,0,0,0,0,0,1,65,2,0,0,0,0,0,0,1,4,0,197,193
Lupane,Lupane West,Kusile RDC,14,Shabula Primary School,4100KUS1405,2,80,0,0,1,1,0,10,0,0,0,0,1,0,81,3,1,0,0,0,0,0,0,4,0,184,180
,,,,5 POLLING STATIONS,WARD TOTAL,12,571,6,0,2,2,6,47,1,1,0,1,2,4,417,9,1,3,0,5,1,4,2,20,0,1117,1097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,15,DA's Complex Tent,4100KUS1501,1,88,0,1,1,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,9,0,203,194
Lupane,Lupane West,Kusile RDC,15,Local Board Creche A,4100KUS1502 A,1,283,0,0,0,1,0,10,0,1,0,0,0,1,135,1,0,1,1,0,0,0,0,9,0,444,435
Lupane,Lupane West,Kusile RDC,15,Local Board Creche B,4100KUS1502 B,0,254,0,0,1,0,0,15,1,1,0,0,0,0,154,4,0,0,2,0,0,1,0,3,0,436,433
Lupane,Lupane West,Kusile RDC,15,Lupane Primary School,4100KUS1503,2,261,2,0,0,0,1,8,0,0,1,0,0,0,107,2,0,2,0,0,0,1,0,9,0,396,387
Lupane,Lupane West,Kusile RDC,15,Mtshakabhandana Primary School,4100KUS1504,4,57,1,1,0,0,0,15,0,0,0,0,1,0,102,1,1,0,0,0,0,0,0,7,0,190,183
Lupane,Lupane West,Kusile RDC,15,Ndlovu Primary School,4100KUS1505,4,122,3,0,0,1,0,7,1,0,1,0,0,1,95,3,0,1,1,0,1,1,2,7,0,251,244
Lupane,Lupane West,Kusile RDC,15,Somhlanga Primary School,4100KUS1506,2,147,1,0,0,0,0,8,0,0,0,0,1,1,97,0,0,0,1,1,0,0,0,5,0,264,259
,,,,7 POLLING STATIONS,WARD TOTAL,14,1212,7,2,2,2,1,63,2,2,2,0,2,3,792,12,1,4,5,1,1,3,2,49,0,2184,2135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,24,Gundwane Vet Tent,4100KUS2401,1,23,1,0,0,0,0,4,0,0,0,0,0,1,76,0,0,1,0,0,0,0,0,2,0,109,107
Lupane,Lupane West,Kusile RDC,24,Gwayi Primary School,4100KUS2402,2,163,0,0,0,0,1,5,0,0,0,0,0,0,160,0,0,0,1,0,0,0,2,4,0,338,334
Lupane,Lupane West,Kusile RDC,24,Mazwa Primary School,4100KUS2403,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,61,60
Lupane,Lupane West,Kusile RDC,24,Mqabuko Grounds Tent,4100KUS2404,0,4,0,1,0,1,0,1,0,0,0,0,0,0,140,0,0,0,0,0,0,0,1,0,0,148,148
Lupane,Lupane West,Kusile RDC,24,Thokoza Primary School,4100KUS2405,1,28,0,0,0,0,0,0,0,1,0,0,0,0,113,0,0,0,1,1,0,0,0,5,0,150,145
,,,,5 POLLING STATIONS,WARD TOTAL,4,224,1,1,0,1,1,10,0,1,0,0,0,1,543,0,0,1,2,1,0,0,3,12,0,806,794
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,25,Fatima Primary School,4100KUS2501,1,32,0,0,0,1,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,50,49
Lupane,Lupane West,Kusile RDC,25,Sitshongo Primary School,4100KUS2502,0,57,0,0,0,1,0,1,0,0,0,0,0,1,175,0,0,0,0,0,0,0,0,4,0,239,235
,,,,2 POLLING STATIONS,WARD TOTAL,1,89,0,0,0,2,0,4,0,0,0,0,0,1,187,0,0,0,0,0,0,0,0,5,0,289,284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupane,Lupane West,Kusile RDC,26,Masungamala Primary School,4100KUS2601,2,87,0,0,0,0,0,5,0,0,0,0,0,0,65,2,0,0,0,0,2,0,0,4,0,167,163
Lupane,Lupane West,Kusile RDC,26,Zikungwa Creche Tent,4100KUS2602,0,43,0,0,0,0,0,3,0,0,0,0,0,0,45,1,0,1,0,0,1,0,0,0,0,94,94
,,,,2 POLLING STATIONS,WARD TOTAL,2,130,0,0,0,0,0,8,0,0,0,0,0,0,110,3,0,1,0,0,3,0,0,4,0,261,257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,BH 42 Primary School,4100KUS2701,0,85,0,0,0,0,0,7,1,0,0,0,1,0,96,2,0,0,3,0,0,0,0,1,0,196,195
Lupane,Lupane West,Kusile RDC,27,Kana 6 Primary School,4100KUS2702,2,61,1,0,0,2,0,5,1,0,0,0,0,1,194,0,0,0,2,0,0,0,1,9,0,279,270
Lupane,Lupane West,Kusile RDC,27,Ntuthuko Primary School,4100KUS2703,1,146,2,0,2,2,2,13,1,0,0,0,0,1,114,2,1,0,1,0,1,1,1,7,0,298,291
Lupane,Lupane West,Kusile RDC,27,Siwale DDF Tent,4100KUS2704,1,93,3,0,0,0,0,2,0,0,0,0,0,0,83,1,0,0,2,0,2,0,0,7,0,194,187
,,,,4 POLLING STATIONS,WARD TOTAL,4,385,6,0,2,4,2,27,3,0,0,0,1,2,487,5,1,0,8,0,3,1,2,24,0,967,943
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LUPANE WEST CONSTITUENCY TOTAL,,88,6586,62,10,16,58,31,451,22,13,5,6,14,31,6439,69,13,36,41,20,21,29,34,354,159,14449,14095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,NKAYI NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,1,Gababi Primary School,5300NKY0101,1,33,0,0,0,1,1,30,0,0,0,0,0,1,115,1,0,0,2,1,0,0,,4,0,190,186
Nkayi,Nkayi North,Nkayi RDC,1,Makasane Primary School,5300NKY0102,0,31,0,0,0,1,0,16,0,0,0,0,0,0,101,0,0,0,0,1,0,0,0,2,0,152,150
Nkayi,Nkayi North,Nkayi RDC,1,Mateme Primary School,5300NKY0103,0,90,2,1,0,1,1,84,0,10,1,1,0,0,72,3,0,0,0,0,1,1,1,7,0,276,269
Nkayi,Nkayi North,Nkayi RDC,1,Mateme Secondary School,5300NKY0104,2,86,4,2,0,7,1,57,0,0,0,1,2,1,176,0,0,1,2,0,2,0,2,10,0,356,346
Nkayi,Nkayi North,Nkayi RDC,1,Sembeule Primary School,5300NKY0105,7,171,7,0,1,4,0,60,0,0,0,0,2,2,354,0,1,0,2,0,3,1,1,15,0,631,616
,,,,5 POLLING STATIONS,WARD TOTAL,10,411,13,3,1,14,3,247,0,10,1,2,4,4,818,4,1,1,6,2,6,2,4,38,0,1605,1567
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,2,Jengwe Primary School,5300NKY0201,0,82,0,0,0,2,1,20,1,0,0,0,0,1,74,0,0,1,0,1,0,1,1,9,0,194,185
Nkayi,Nkayi North,Nkayi RDC,2,Kwesengulube Primary School,5300NKY0202,1,58,3,0,0,0,1,53,0,0,0,0,2,1,385,1,0,1,5,0,0,2,1,9,0,523,514
Nkayi,Nkayi North,Nkayi RDC,2,Maphasaphasa Primary School,5300NKY0203,1,118,5,2,1,1,0,171,0,2,1,0,2,2,380,0,0,0,11,0,4,3,3,18,0,725,707
,,,,3 POLLING STATIONS,WARD TOTAL,2,258,8,2,1,3,2,244,1,2,1,0,4,4,839,1,0,2,16,1,4,6,5,36,0,1442,1406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,3,Amazwimabili Primary School,5300NKY0301,2,102,3,1,0,3,0,96,0,0,0,1,1,1,125,3,0,1,4,1,2,1,2,12,0,361,349
Nkayi,Nkayi North,Nkayi RDC,3,Ngabayide Business Centre Tent,5300NKY0302,1,178,2,0,1,1,1,39,0,1,0,0,1,3,265,0,0,0,10,0,0,1,0,6,0,510,504
Nkayi,Nkayi North,Nkayi RDC,3,Setshanke Primary School,5300NKY0303,3,60,0,0,1,1,1,83,0,1,0,0,0,0,169,1,0,1,5,2,2,0,0,5,0,335,330
,,,,3 POLLING STATIONS,WARD TOTAL,6,340,5,1,2,5,2,218,0,2,0,1,2,4,559,4,0,2,19,3,4,2,2,23,0,1206,1183
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,4,Gwelutshena Primary School,5300NKY0401,1,59,1,0,0,0,0,107,0,0,0,0,0,0,227,0,0,1,2,1,0,1,1,3,0,404,401
Nkayi,Nkayi North,Nkayi RDC,4,Hojeni Primary School,5300NKY0402,3,70,0,0,0,1,1,143,0,0,0,0,1,0,205,0,0,3,4,1,1,3,1,9,0,446,437
Nkayi,Nkayi North,Nkayi RDC,4,Vuma Borehole Tent,5300NKY0403,0,29,1,1,0,1,0,96,0,0,1,0,1,0,184,1,0,0,4,1,0,2,0,6,0,328,322
,,,,3 POLLING STATIONS,WARD TOTAL,4,158,2,1,0,2,1,346,0,0,1,0,2,0,616,1,0,4,10,3,1,6,2,18,0,1178,1160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,5,Mbazhe Primary School,5300NKY0501,2,72,2,0,0,3,1,85,0,1,1,1,0,1,211,0,0,2,5,1,2,0,1,8,0,399,391
Nkayi,Nkayi North,Nkayi RDC,5,Mhlabuyatshisa Primary School,5300NKY0502,1,65,1,0,0,2,4,115,0,0,2,0,3,0,48,1,0,2,5,0,0,0,0,7,,256,249
Nkayi,Nkayi North,Nkayi RDC,5,Mtshabi Secondary School,5300NKY0503,3,197,7,1,3,2,2,50,0,1,0,1,1,0,239,4,0,2,8,0,0,0,0,17,0,538,521
Nkayi,Nkayi North,Nkayi RDC,5,Nesigwe Clinic Tent,5300NKY0504,6,102,3,1,0,1,0,70,0,2,1,0,0,0,59,1,1,0,1,0,0,1,1,9,0,259,250
Nkayi,Nkayi North,Nkayi RDC,5,Nesigwe Primary School,5300NKY0505,1,57,5,0,0,2,0,92,0,0,0,0,2,1,90,1,0,1,2,0,0,1,2,3,0,260,257
Nkayi,Nkayi North,Nkayi RDC,5,Sihlengeni Primary School,5300NKY0506,2,19,3,0,0,2,0,58,0,1,0,0,0,2,119,1,2,0,2,0,1,0,2,9,0,223,214
Nkayi,Nkayi North,Nkayi RDC,5,Sivomo Business Centre Tent,5300NKY0507,2,125,0,2,0,2,0,88,2,0,0,0,0,1,138,1,1,0,2,1,0,0,1,12,0,378,366
,,,,7 POLLING STATIONS,WARD TOTAL,17,637,21,4,3,14,7,558,2,5,4,2,6,5,904,9,4,7,25,2,3,2,7,65,0,2313,2248
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,6,Jabulisa Primary School,5300NKY0601,3,75,0,0,0,2,0,60,1,0,0,0,0,0,134,1,0,0,1,0,1,1,1,12,0,292,280
Nkayi,Nkayi North,Nkayi RDC,6,Somakwilili Primary School,5300NKY0602,3,104,3,1,1,4,2,127,1,1,0,0,2,2,257,3,0,1,7,2,0,0,0,9,0,530,521
Nkayi,Nkayi North,Nkayi RDC,6,Tsheli Primary School,5300NKY0603,5,75,1,1,1,0,2,79,2,0,2,0,0,1,196,0,0,0,3,2,1,0,0,4,0,375,371
Nkayi,Nkayi North,Nkayi RDC,6,Tsheli Secondary School,5300NKY0604,0,67,3,0,1,0,0,75,1,1,0,0,0,0,103,1,0,0,1,2,1,2,0,3,0,261,258
,,,,4 POLLING STATIONS,WARD TOTAL,11,321,7,2,3,6,4,341,5,2,2,0,2,3,690,5,0,1,12,6,3,3,1,28,0,1458,1430
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,7,Gampinya Primary School,5300NKY0701,0,34,2,0,1,0,0,68,1,0,0,0,1,2,247,0,0,0,3,0,2,2,0,3,0,366,363
Nkayi,Nkayi North,Nkayi RDC,7,Gwamayaya Primary School,5300NKY0702,0,35,2,0,1,0,2,84,0,0,0,0,3,1,214,1,0,0,9,2,1,2,5,8,0,370,362
Nkayi,Nkayi North,Nkayi RDC,7,Saziyabana Primary School,5300NKY0703,2,36,0,0,0,0,1,51,0,2,0,0,0,0,101,0,0,2,0,0,2,0,0,7,0,204,197
Nkayi,Nkayi North,Nkayi RDC,7,Sovondo Primary School,5300NKY0704,0,32,0,1,0,1,0,29,0,0,0,0,0,0,79,0,0,0,0,1,0,1,1,4,0,149,145
Nkayi,Nkayi North,Nkayi RDC,7,Zidulini Primary School,5300NKY0705,0,19,1,0,0,2,0,56,0,0,0,0,0,0,139,0,0,0,3,0,0,0,1,6,0,227,221
,,,,5 POLLING STATIONS,WARD TOTAL,2,156,5,1,2,3,3,288,1,2,0,0,4,3,780,1,0,2,15,3,5,5,7,28,0,1316,1288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,8,Ingwalathi Primary School,5300NKY0801,2,147,0,0,1,0,1,78,1,2,0,1,1,1,259,4,0,1,11,2,1,0,2,22,0,537,515
Nkayi,Nkayi North,Nkayi RDC,8,Mabhalabhala tent,5300NKY0802,4,49,1,0,0,2,2,17,1,0,0,0,0,0,78,0,0,0,1,0,0,0,0,5,0,160,155
Nkayi,Nkayi North,Nkayi RDC,8,Nyamazana Primary School,5300NKY0803,2,72,2,0,1,1,0,9,0,1,0,0,1,0,197,5,0,0,0,0,2,2,4,24,0,323,299
Nkayi,Nkayi North,Nkayi RDC,8,Sando Primary School,5300NKY0804,0,19,1,0,0,1,0,19,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,1,0,120,119
,,,,4 POLLING STATIONS,WARD TOTAL,8,287,4,0,2,4,3,123,2,3,0,1,2,1,612,10,0,1,12,2,3,2,6,52,0,1140,1088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,9,Kana Business Centre Tent,5300NKY0901,0,81,1,0,0,1,1,33,0,1,0,1,0,0,162,3,0,0,0,2,0,0,0,4,0,290,286
Nkayi,Nkayi North,Nkayi RDC,9,Maphetshwane Borehole Tent,5300NKY0902,0,12,1,0,0,0,1,6,0,0,0,0,0,0,115,0,0,1,0,0,0,0,0,5,0,141,136
Nkayi,Nkayi North,Nkayi RDC,9,Somthanyelo Primary School,5300NKY0903,1,145,2,1,0,2,0,30,1,0,0,0,2,1,286,7,1,1,6,0,1,0,3,20,0,510,490
,,,,3 POLLING STATIONS,WARD TOTAL,1,238,4,1,0,3,2,69,1,1,0,1,2,1,563,10,1,2,6,2,1,0,3,29,0,941,912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,10,Mandlethu Primary School,5300NKY1001,3,61,3,0,0,8,0,33,0,0,1,1,0,0,220,3,0,1,1,1,0,1,1,18,0,356,338
Nkayi,Nkayi North,Nkayi RDC,10,Sebhumane Business Centre Tent,5300NKY1002,2,120,3,0,1,1,0,8,0,0,1,0,0,1,210,4,0,1,3,0,3,0,0,10,0,368,358
Nkayi,Nkayi North,Nkayi RDC,10,Somlimo Primary School,5300NKY1003,1,70,4,0,1,1,0,18,0,0,0,0,0,4,208,1,0,1,1,0,0,2,2,25,0,339,314
,,,,3 POLLING STATIONS,WARD TOTAL,6,251,10,0,2,10,0,59,0,0,2,1,0,5,638,8,0,3,5,1,3,3,3,53,0,1063,1010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,11,Bahlangene Secondary School,5300NKY1101,2,22,2,0,0,1,0,38,0,1,0,0,1,0,123,3,0,0,1,0,0,0,2,3,0,199,196
Nkayi,Nkayi North,Nkayi RDC,11,Sipemba Primary School,5300NKY1102,0,16,0,2,0,1,0,44,1,0,0,0,0,0,151,1,0,1,2,0,1,1,0,4,0,225,221
Nkayi,Nkayi North,Nkayi RDC,11,Sivalo Primary School,5300NKY1103,1,37,2,1,0,1,0,57,0,0,0,0,0,2,93,0,0,1,0,0,0,0,0,6,0,201,195
Nkayi,Nkayi North,Nkayi RDC,11,Somakantana Primary School,5300NKY1104,0,28,0,0,0,0,0,12,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,8,0,112,104
,,,,4 POLLING STATIONS,WARD TOTAL,3,103,4,3,0,3,0,151,1,1,0,0,1,2,431,4,0,2,3,0,1,1,2,21,0,737,716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,12,Makwateni Primary School,5300NKY1201,2,44,2,4,0,2,0,191,2,0,0,2,1,0,185,3,1,2,7,2,0,1,3,23,0,477,454
Nkayi,Nkayi North,Nkayi RDC,12,Njokonya Dam Tent,5300NKY1202,0,34,1,0,1,1,0,19,0,1,0,0,0,0,89,0,0,0,2,0,0,0,1,11,0,160,149
Nkayi,Nkayi North,Nkayi RDC,12,Sebhumane Primary School,5300NKY1203,1,175,4,0,0,6,1,9,1,1,1,0,0,1,255,2,0,1,1,1,1,1,2,13,0,477,464
Nkayi,Nkayi North,Nkayi RDC,12,Sikobokobo Primary School,5300NKY1204,4,28,1,0,0,0,0,2,1,0,0,0,0,0,105,0,0,2,0,0,0,0,0,3,0,146,143
