MASHONALAND CENTRAL PROVINCE:  2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,STATION CODE,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
National Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mt Darwin,Mt Darwin East,Pfura RDC,14,Chimumvuri Primary School A,4500PFU1401 A,3,79,0,0,1,3,0,0,0,0,0,0,0,0,532,0,0,1,3,0,0,0,0,5,0,627,622
Mt Darwin,Mt Darwin East,Pfura RDC,14,Chimumvuri Primary School B,4500PFU1401 B,3,88,5,0,0,0,0,1,0,0,0,0,0,0,522,2,1,3,6,0,0,1,2,6,0,640,634
Mt Darwin,Mt Darwin East,Pfura RDC,14,Chironga Primary School A,4500PFU1402 A,3,95,0,0,1,1,0,4,0,0,0,0,0,0,412,1,0,2,3,1,0,0,2,7,0,532,525
Mt Darwin,Mt Darwin East,Pfura RDC,14,Chironga Primary School B,4500PFU1402 B,6,56,0,0,1,3,2,0,0,3,0,1,2,0,453,3,1,0,6,0,0,0,0,8,0,545,537
Mt Darwin,Mt Darwin East,Pfura RDC,14,Karanda Hospital Tent A,4500PFU1403 A,2,107,3,0,1,0,0,0,0,0,0,0,0,0,426,1,0,0,3,0,1,0,0,4,0,548,544
Mt Darwin,Mt Darwin East,Pfura RDC,14,Karanda Hospital Tent B,4500PFU1403 B,0,89,1,0,0,1,0,1,1,0,0,0,0,0,428,0,0,0,1,2,0,0,0,8,0,532,524
,,,,6 Polling Stations,Ward Total,17,514,9,0,4,8,2,6,1,3,0,1,2,0,"2,773",7,2,6,22,3,1,1,4,38,0,"3,424","3,386"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin East,Pfura RDC,15,Chawanda Primary School,4500PFU1501,4,141,4,1,0,3,0,4,0,2,1,0,0,1,645,1,0,1,13,0,2,0,1,19,0,843,824
Mt Darwin,Mt Darwin East,Pfura RDC,15,Chibara Primary School,4500PFU1502,1,53,0,0,0,1,0,1,0,1,0,0,1,0,533,0,0,1,2,0,0,0,2,2,0,598,596
Mt Darwin,Mt Darwin East,Pfura RDC,15,Chokuveza Business Centre Tent,4500PFU1503,3,112,5,0,0,1,1,1,1,1,1,0,0,2,718,1,0,1,6,1,1,2,2,8,0,868,860
Mt Darwin,Mt Darwin East,Pfura RDC,15,Kambamura Primary School,4500PFU1504,2,46,1,0,0,3,2,3,0,0,0,0,0,1,767,2,1,0,3,1,0,2,0,9,0,843,834
,,,,4 Polling Stations,Ward Total,10,352,10,1,0,8,3,9,1,4,2,0,1,4,"2,663",4,1,3,24,2,3,4,5,38,0,"3,152","3,114"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin East,Pfura RDC,37,Chivisi Pre-School Tent,4500PFU3701,0,34,2,0,0,3,0,0,0,0,0,0,0,1,218,0,0,1,1,1,0,0,0,8,0,269,261
Mt Darwin,Mt Darwin East,Pfura RDC,37,Chizeza Primary School,4500PFU3702,2,14,0,0,0,1,0,0,2,0,0,0,0,0,505,1,0,0,1,0,0,1,1,4,0,532,528
Mt Darwin,Mt Darwin East,Pfura RDC,37,Pfunyanguwo Secondary School,4500PFU3703,2,126,2,0,0,4,0,4,0,0,1,0,1,2,286,1,0,2,17,2,0,2,1,6,0,459,453
,,,,3 Polling Stations,Ward Total,4,174,4,0,0,8,0,4,2,0,1,0,1,3,"1,009",2,0,3,19,3,0,3,2,18,0,"1,260","1,242"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin East,Pfura RDC,38,Date Primary School,4500PFU3801,2,44,2,0,1,3,1,1,0,0,0,0,0,2,754,3,1,1,11,0,1,2,0,12,0,841,829
Mt Darwin,Mt Darwin East,Pfura RDC,38,Gumbeze Primary School,4500PFU3802,0,49,1,0,0,3,0,1,0,0,0,0,1,0,667,1,1,0,10,2,1,2,1,9,0,749,740
Mt Darwin,Mt Darwin East,Pfura RDC,38,Zingori Primary School,4500PFU3803,0,16,0,0,0,1,0,0,0,0,0,0,0,0,214,1,0,0,2,0,0,0,0,1,0,235,234
,,,,3 Polling Stations,Ward Total,2,109,3,0,1,7,1,2,0,0,0,0,1,2,"1,635",5,2,1,23,2,2,4,1,22,0,"1,825","1,803"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushinga,Mt Darwin East,Rushinga RDC,8,Ganganyama Primary School,6100RUS0801,1,12,0,0,0,0,0,1,0,0,0,0,0,1,238,0,1,0,2,2,0,0,0,4,0,262,258
Rushinga,Mt Darwin East,Rushinga RDC,8,Jiwa Primary School,6100RUS0802,0,9,0,0,0,1,0,1,0,1,0,1,0,0,286,0,0,0,0,0,0,0,0,1,0,300,299
Rushinga,Mt Darwin East,Rushinga RDC,8,Katakura Primary School A,6100RUS0803 A,0,51,0,0,0,1,0,1,0,0,0,0,0,0,407,0,1,1,2,0,0,0,1,4,0,469,465
Rushinga,Mt Darwin East,Rushinga RDC,8,Katakura Primary School B,6100RUS0803 B,0,64,0,0,0,0,0,0,0,0,0,0,0,1,380,2,0,0,0,0,1,0,0,5,0,453,448
Rushinga,Mt Darwin East,Rushinga RDC,8,Pfara Village Tent,6100RUS0804,0,10,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,1,0,215,214
,,,,5 Polling Stations,Ward Total,1,146,0,0,0,2,0,3,0,1,0,1,0,2,"1,515",2,2,1,4,2,1,0,1,15,0,"1,699","1,684"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushinga,Mt Darwin East,Rushinga RDC,9,Machiti Primary School,6100RUS0901,0,3,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,102,102
Rushinga,Mt Darwin East,Rushinga RDC,9,Runwa Primary School,6100RUS0902,1,94,0,0,1,1,0,1,0,1,0,0,0,1,668,0,0,0,3,0,2,0,0,8,0,781,773
Rushinga,Mt Darwin East,Rushinga RDC,9,Rutuka Primary School,6100RUS0903,3,33,0,0,1,2,0,0,0,0,0,1,0,0,363,2,0,0,2,1,0,0,0,5,0,413,408
,,,,3 Polling Stations,Ward Total,4,130,0,0,2,3,0,1,0,1,0,1,0,1,"1,130",2,0,0,5,1,2,0,0,13,0,"1,296","1,283"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushinga,Mt Darwin East,Rushinga RDC,10,Bungwe Primary School,6100RUS1001,1,89,0,0,0,0,2,1,0,0,0,0,0,1,509,0,1,0,1,0,0,1,0,8,0,614,606
Rushinga,Mt Darwin East,Rushinga RDC,10,Maname Primary School,6100RUS1002,1,50,0,0,0,1,0,3,0,0,0,0,0,0,287,0,1,0,3,0,1,0,0,3,0,350,347
Rushinga,Mt Darwin East,Rushinga RDC,10,Manyodzo DDF Camp Tent,6100RUS1003,0,23,0,0,0,1,0,0,0,0,0,0,0,2,190,1,0,0,0,0,0,0,0,4,0,221,217
Rushinga,Mt Darwin East,Rushinga RDC,10,Nyamarodza Primary School,6100RUS1004,0,63,0,1,2,0,0,1,0,0,0,0,1,0,405,3,0,0,2,0,0,0,0,8,0,486,478
Rushinga,Mt Darwin East,Rushinga RDC,10,Bungwe Community Centre,6100RUS1005,1,15,0,0,0,0,0,0,0,0,0,1,0,0,211,0,0,0,2,0,0,0,0,4,0,234,230
Rushinga,Mt Darwin East,Rushinga RDC,10,Wara Village Tent,6100RUS1006,0,4,0,0,0,0,0,0,0,1,0,0,0,0,146,0,0,0,1,0,0,1,0,2,0,155,153
,,,,6 Polling Stations,Ward Total,3,244,0,1,2,2,2,5,0,1,0,1,1,3,"1,748",4,2,0,9,0,1,2,0,29,0,"2,060","2,031"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rushinga,Mt Darwin East,Rushinga RDC,11,Chengoma Primary School,6100RUS1101,2,73,2,0,0,0,1,1,0,0,1,0,0,0,545,1,0,0,22,0,0,1,1,7,0,657,650
Rushinga,Mt Darwin East,Rushinga RDC,11,Gwashure Primary School,6100RUS1102,1,23,0,0,0,0,0,1,0,0,0,0,0,0,329,2,0,1,13,0,0,0,0,6,0,376,370
Rushinga,Mt Darwin East,Rushinga RDC,11,Mutematsaka Pre-School,6100RUS1103,0,2,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,1,0,0,0,0,0,0,146,146
,,,,3 Polling Stations,Ward Total,3,98,2,0,0,0,1,2,0,0,1,0,0,0,"1,017",3,0,1,36,0,0,1,1,13,0,"1,179","1,166"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin East Constituency Total,,,,,,100,"2,864",61,8,19,66,32,74,11,15,10,8,7,30,"20,966",61,18,22,271,33,24,26,28,323,0,"25,077","24,754"
Mt Darwin,Mt Darwin North,Pfura RDC,1,Chimbangu Village Tent,4500PFU0101,1,9,0,0,0,1,1,1,0,0,0,0,0,0,438,1,1,0,4,2,2,1,1,17,0,480,463
Mt Darwin,Mt Darwin North,Pfura RDC,1,Kaitano Primary School,4500PFU0102,3,76,1,0,1,6,0,7,0,0,0,0,0,0,332,0,0,2,27,1,1,1,0,14,0,472,458
Mt Darwin,Mt Darwin North,Pfura RDC,1,Kaitano Secondary School,4500PFU0103,0,59,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,1,9,0,0,0,0,6,0,250,244
,,,,3 Polling Stations,Ward Total,4,144,1,0,1,7,1,8,0,0,0,0,0,0,945,1,1,3,40,3,3,2,1,37,0,"1,202","1,165"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,2,Chisecha Primary School A,4500PFU0201 A,0,18,1,0,1,0,1,1,0,0,0,0,0,0,665,1,0,0,12,0,1,0,0,4,0,705,701
Mt Darwin,Mt Darwin North,Pfura RDC,2,Chisecha Primary School B,4500PFU0201 B,1,46,4,0,0,1,0,2,1,0,0,0,0,0,616,2,0,0,8,1,1,1,1,3,0,688,685
Mt Darwin,Mt Darwin North,Pfura RDC,2,Chiutsi Business Centre Tent,4500PFU0202,1,62,0,0,1,1,0,3,0,0,0,0,0,0,344,0,0,0,10,0,1,0,2,22,0,447,425
Mt Darwin,Mt Darwin North,Pfura RDC,2,Kapfudza Business Centre Tent,4500PFU0203,7,8,2,0,0,1,0,1,0,1,0,1,0,0,374,0,0,0,2,1,0,0,0,7,0,405,398
Mt Darwin,Mt Darwin North,Pfura RDC,2,Katarira Primary School A,4500PFU0204 A,2,70,1,0,1,0,0,0,0,1,0,0,0,1,392,1,0,1,12,1,0,0,2,7,0,492,485
Mt Darwin,Mt Darwin North,Pfura RDC,2,Katarira Primary School B,4500PFU0204 B,2,82,2,0,1,0,1,2,0,2,0,0,0,1,381,0,0,1,7,2,0,0,1,4,0,489,485
Mt Darwin,Mt Darwin North,Pfura RDC,2,Katarira Secondary School,4500PFU0205,0,13,0,0,0,0,0,0,0,1,0,0,0,0,46,0,0,0,0,0,0,0,0,1,0,61,60
Mt Darwin,Mt Darwin North,Pfura RDC,2,Mukumbura Primary School A,4500PFU0206 A,1,102,0,1,0,1,0,1,0,0,0,0,0,0,461,2,0,1,3,1,1,1,0,5,0,581,576
Mt Darwin,Mt Darwin North,Pfura RDC,2,Mukumbura Primary School B,4500PFU0206 B,0,122,3,0,0,2,0,2,0,0,1,0,0,0,430,0,0,1,6,0,1,1,1,3,0,573,570
Mt Darwin,Mt Darwin North,Pfura RDC,2,Mukumbura Secondary School,4500PFU0207,0,47,1,0,1,0,0,2,0,0,0,0,0,2,273,2,1,0,0,1,0,1,0,6,0,337,331
,,,,10 Polling Stations,Ward Total,14,570,14,1,5,6,2,14,1,5,1,1,0,4,"3,982",8,1,4,60,7,5,4,7,62,0,"4,778","4,716"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,3,Gomo Primary School A,4500PFU0301 A,1,64,4,0,1,1,0,1,0,0,0,1,0,1,443,1,0,1,1,1,0,0,2,7,0,530,523
Mt Darwin,Mt Darwin North,Pfura RDC,3,Gomo Primary School B,4500PFU0301 B,2,74,0,0,0,0,0,1,0,0,0,0,0,1,440,0,0,1,2,1,1,0,0,9,0,532,523
Mt Darwin,Mt Darwin North,Pfura RDC,3,Kapfudza Primary School,4500PFU0302,1,110,0,0,0,2,0,3,0,0,0,0,0,0,387,2,1,0,2,0,1,2,0,4,0,515,511
,,,,3 Polling Stations,Ward Total,4,248,4,0,1,3,0,5,0,0,0,1,0,2,"1,270",3,1,2,5,2,2,2,2,20,0,"1,577","1,557"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,4,Kapiripiri Primary School A,4500PFU0401 A,0,108,3,1,0,0,2,2,1,0,1,0,0,2,384,1,0,4,10,1,1,3,1,9,0,534,525
Mt Darwin,Mt Darwin North,Pfura RDC,4,Kapiripiri Primary School B,4500PFU0401 B,0,82,3,0,1,0,0,8,0,1,1,2,0,1,363,1,0,2,12,1,2,0,5,37,0,522,485
Mt Darwin,Mt Darwin North,Pfura RDC,4,Mazvidza Pre-School Tent,4500PFU0402,2,33,0,1,1,1,0,1,0,0,0,0,0,1,261,0,0,0,0,0,0,1,0,4,0,306,302
Mt Darwin,Mt Darwin North,Pfura RDC,4,Nohumba Business Centre Tent,4500PFU0403,3,53,0,0,1,0,0,1,0,1,2,0,0,0,454,1,0,0,3,4,2,0,1,10,0,536,526
,,,,4 Polling Stations,Ward Total,5,276,6,2,3,1,2,12,1,2,4,2,0,4,"1,462",3,0,6,25,6,5,4,7,60,0,"1,898","1,838"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,5,Chiswiti Primary School,4500PFU0501,3,36,0,0,1,4,1,1,0,0,0,0,0,0,322,0,0,0,3,0,0,0,0,9,0,380,371
Mt Darwin,Mt Darwin North,Pfura RDC,5,Tsenga Pre-School Tent A,4500PFU0502 A,2,15,0,0,0,1,0,0,0,0,0,0,0,1,478,0,1,1,1,0,1,1,1,14,0,517,503
Mt Darwin,Mt Darwin North,Pfura RDC,5,Tsenga Pre-School Tent B,4500PFU0502 B,1,18,1,0,0,1,0,0,0,1,0,0,0,3,472,1,0,2,3,0,0,1,1,13,0,518,505
,,,,3 Polling Stations,Ward Total,6,69,1,0,1,6,1,1,0,1,0,0,0,4,"1,272",1,1,3,7,0,1,2,2,36,0,"1,415","1,379"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,6,Chaumana Primary School,4500PFU0601,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,1,1,1,0,4,0,151,147
Mt Darwin,Mt Darwin North,Pfura RDC,6,Kapanda Primary School,4500PFU0602,1,19,0,0,0,2,0,1,0,1,0,1,0,2,566,0,0,1,1,0,1,1,1,11,0,609,598
Mt Darwin,Mt Darwin North,Pfura RDC,6,Mutasa Primary School,4500PFU0603,1,37,1,0,0,1,2,2,0,0,0,1,0,1,557,0,0,0,19,0,1,1,2,21,0,647,626
,,,,3 Polling Stations,Ward Total,2,60,1,0,0,3,2,3,0,1,0,2,0,3,"1,263",0,0,1,20,1,3,3,3,36,0,"1,407","1,371"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,31,Chimbuwe Primary School A,4500PFU3101 A,4,126,2,1,0,7,0,3,0,1,0,1,1,0,429,2,0,1,5,3,0,2,2,10,0,600,590
Mt Darwin,Mt Darwin North,Pfura RDC,31,Chimbuwe Primary School B,4500PFU3101 B,8,124,1,1,3,3,1,4,0,0,0,1,0,0,437,2,1,0,9,0,1,0,1,9,0,606,597
Mt Darwin,Mt Darwin North,Pfura RDC,31,Murongwe Primary School,4500PFU3102,0,24,0,0,0,0,1,0,0,0,0,0,1,1,446,1,1,0,4,1,0,0,0,7,0,487,480
Mt Darwin,Mt Darwin North,Pfura RDC,31,Mutasa 3 Pre-School,4500PFU3103,1,12,0,0,0,1,1,2,0,2,0,1,0,0,524,0,0,0,5,0,0,0,0,1,0,550,549
,,,,4 Polling Stations,Ward Total,13,286,3,2,3,11,3,9,0,3,0,3,2,1,"1,836",5,2,1,23,4,1,2,3,27,0,"2,243","2,216"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,32,Chatadza Village Tent,4500PFU3201,0,70,3,0,0,1,1,1,0,0,0,0,0,3,413,0,0,0,13,0,1,1,2,10,0,519,509
Mt Darwin,Mt Darwin North,Pfura RDC,32,Mukoma Primary School,4500PFU3202,2,123,1,0,0,1,0,5,0,0,1,1,0,0,438,3,0,3,42,2,2,1,1,16,0,642,626
,,,,2 Polling Stations,Ward Total,2,193,4,0,0,2,1,6,0,0,1,1,0,3,851,3,0,3,55,2,3,2,3,26,0,"1,161","1,135"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,33,Bandimba Primary School,4500PFU3301,3,73,1,0,1,3,3,2,0,0,0,0,0,0,649,3,0,0,11,1,0,2,1,5,0,758,753
Mt Darwin,Mt Darwin North,Pfura RDC,33,Chigango Primary School A,4500PFU3302 A,0,37,3,0,0,2,0,0,0,1,0,0,0,1,459,2,0,0,5,0,1,0,0,4,0,515,511
Mt Darwin,Mt Darwin North,Pfura RDC,33,Chigango Primary School B,4500PFU3302 B,2,44,1,0,0,2,0,1,0,0,0,0,1,1,440,1,0,0,8,1,1,0,0,11,0,514,503
Mt Darwin,Mt Darwin North,Pfura RDC,33,Gungwa Primary School,4500PFU3303,1,24,1,1,0,0,0,0,0,0,0,0,0,0,449,1,0,0,6,0,0,0,1,2,0,486,484
Mt Darwin,Mt Darwin North,Pfura RDC,33,Zambezi Primary School,4500PFU3304,0,52,2,0,0,0,2,5,2,0,0,0,0,0,167,1,0,0,3,2,1,1,0,2,0,240,238
,,,,5 Polling Stations,Ward Total,6,230,8,1,1,7,5,8,2,1,0,0,1,2,"2,164",8,0,0,33,4,3,3,2,24,0,"2,513","2,489"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin North,Pfura RDC,34,Kamutsenzere DDF Tent,4500PFU3401,3,96,0,0,0,3,0,1,0,0,0,0,0,2,610,0,0,2,10,0,1,0,2,14,0,744,730
Mt Darwin,Mt Darwin North,Pfura RDC,34,Kamutsenzere Primary School,4500PFU3402,1,49,2,0,0,1,0,0,0,0,0,0,0,2,280,1,0,0,6,0,0,1,0,14,0,357,343
Mt Darwin,Mt Darwin North,Pfura RDC,34,Mavhuradonha High School,4500PFU3403,0,64,1,0,0,2,0,1,0,0,0,0,0,1,222,0,0,0,2,0,1,0,0,6,0,300,294
Mt Darwin,Mt Darwin North,Pfura RDC,34,Zambara Primary School,4500PFU3404,3,98,4,0,0,1,0,2,0,0,0,2,2,0,468,1,0,0,27,0,3,0,0,12,1,623,611
,,,,4 Polling Stations,Ward Total,7,307,7,0,0,7,0,4,0,0,0,2,2,5,"1,580",2,0,2,45,0,5,1,2,46,1,"2,024","1,978"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin North Constituency Total,,,,,,63,"2,383",49,6,15,53,17,70,4,13,6,12,5,28,"16,625",34,6,25,313,29,31,25,32,374,1,"20,218","19,844"
Mt Darwin,Mt Darwin South,Pfura RDC,13,Kujawara Primary School,4500PFU1301,1,79,1,0,0,0,0,1,0,0,0,0,0,0,120,0,0,0,19,0,0,0,0,3,0,224,221
Mt Darwin,Mt Darwin South,Pfura RDC,13,Nhoro Primary School,4500PFU1302,1,93,0,0,0,0,0,0,0,0,0,0,1,0,256,0,0,0,5,0,0,1,1,3,0,361,358
,,,,2 Polling Stations,Ward Total,2,172,1,0,0,0,0,1,0,0,0,0,1,0,376,0,0,0,24,0,0,1,1,6,0,585,579
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin South,Pfura RDC,22,Amanda Village Tent,4500PFU2201,0,7,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,1,0,395,394
Mt Darwin,Mt Darwin South,Pfura RDC,22,Bemberi Primary School,4500PFU2202,0,20,1,0,1,0,0,0,0,0,0,0,0,0,333,0,0,0,6,1,0,0,0,1,0,363,362
Mt Darwin,Mt Darwin South,Pfura RDC,22,Chibondo Business Centre Tent,4500PFU2203,0,18,2,0,0,0,1,1,0,0,0,0,0,0,766,3,0,0,4,0,0,0,0,3,0,798,795
Mt Darwin,Mt Darwin South,Pfura RDC,22,Chipa Business Centre Tent,4500PFU2204,1,37,1,0,1,1,1,1,1,0,0,0,0,1,840,2,0,2,14,0,0,1,1,7,0,912,905
Mt Darwin,Mt Darwin South,Pfura RDC,22,Lismore  Village Tent,4500PFU2205,0,34,0,1,0,0,0,1,0,1,1,0,0,0,320,0,0,0,30,0,0,0,0,8,0,396,388
Mt Darwin,Mt Darwin South,Pfura RDC,22,Tangenhamo Secondary School,4500PFU2206,1,54,1,0,0,2,1,0,0,0,0,0,0,0,683,1,2,0,3,0,0,0,0,11,0,759,748
Mt Darwin,Mt Darwin South,Pfura RDC,22,Tsakare Community Hall A,4500PFU2207 A,2,40,3,0,0,0,1,0,0,0,1,0,0,0,476,1,0,0,0,0,0,0,1,1,0,526,525
Mt Darwin,Mt Darwin South,Pfura RDC,22,Tsakare Community Hall B,4500PFU2207 B,0,33,0,0,0,0,0,1,0,0,1,0,0,1,481,0,0,0,1,0,0,0,1,5,0,524,519
,,,,8 Polling Stations,Ward Total,4,243,8,1,2,3,4,4,1,1,3,0,0,2,"4,286",7,2,2,58,1,0,1,3,37,0,"4,673","4,636"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin South,Pfura RDC,23,Kabade Village Tent A,4500PFU2301 A,0,71,0,0,0,2,0,1,0,0,1,0,0,0,366,1,0,1,0,0,0,1,0,13,0,457,444
Mt Darwin,Mt Darwin South,Pfura RDC,23,Kabade Village Tent B,4500PFU2301 B,2,61,1,0,1,0,0,1,0,0,0,0,0,0,383,0,0,1,4,0,0,0,1,7,0,462,455
Mt Darwin,Mt Darwin South,Pfura RDC,23,Kandeya Primary School,4500PFU2302,4,117,1,0,0,4,0,3,1,1,0,0,1,0,649,2,6,4,4,3,0,2,0,9,0,811,802
Mt Darwin,Mt Darwin South,Pfura RDC,23,Mahuje Village Tent,4500PFU2303,2,87,0,0,0,1,0,1,0,0,0,0,1,0,262,0,2,2,1,1,0,0,0,9,0,369,360
Mt Darwin,Mt Darwin South,Pfura RDC,23,Ruya Primary School,4500PFU2304,0,202,1,1,0,2,3,3,0,1,0,1,0,3,486,5,0,2,6,3,0,1,1,19,0,740,721
,,,,5 Polling Stations,Ward Total,8,538,3,1,1,9,3,9,1,2,1,1,2,3,"2,146",8,8,10,15,7,0,4,2,57,0,"2,839","2,782"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin South,Pfura RDC,24,Chatumbama Primary School,4500PFU2401,4,32,1,0,0,3,0,0,0,0,0,0,0,1,558,0,0,0,2,0,1,0,0,1,0,603,602
Mt Darwin,Mt Darwin South,Pfura RDC,24,Chisora Village Tent,4500PFU2402,2,71,1,1,0,1,2,6,0,0,0,1,0,0,485,3,1,0,2,0,1,0,3,13,0,593,580
Mt Darwin,Mt Darwin South,Pfura RDC,24,Chiunye Primary School A,4500PFU2403 A,0,99,0,0,0,0,0,2,0,1,0,1,0,0,341,3,0,1,0,0,1,0,1,2,0,452,450
Mt Darwin,Mt Darwin South,Pfura RDC,24,Chiunye Primary School B,4500PFU2403 B,2,106,0,0,0,4,0,1,1,0,0,0,0,0,316,0,0,1,1,1,1,0,0,3,0,437,434
Mt Darwin,Mt Darwin South,Pfura RDC,24,Matope Primary School,4500PFU2404,1,44,0,0,0,1,2,0,0,0,1,0,0,0,532,0,1,0,1,1,0,0,0,2,0,586,584
Mt Darwin,Mt Darwin South,Pfura RDC,24,Mazonde Village Tent,4500PFU2405,2,126,3,1,0,3,1,2,0,0,0,0,1,559,7,0,3,3,3,2,0,0,0,13,0,729,716
Mt Darwin,Mt Darwin South,Pfura RDC,24,Mutondwe Secondary School,4500PFU2406,2,86,2,1,0,0,1,0,0,1,0,0,0,0,571,0,0,0,2,1,0,0,2,7,0,676,669
,,,,7 Polling Stations,Ward Total,13,564,7,3,0,12,6,11,1,2,1,2,1,560,"2,810",6,5,5,11,5,4,0,6,41,0,"4,076","4,035"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin South,Pfura RDC,25,Nyajenje Business Centre Tent,4500PFU2501,0,58,2,0,0,0,0,3,0,0,0,0,0,0,115,0,0,0,1,0,0,0,0,1,0,180,179
Mt Darwin,Mt Darwin South,Pfura RDC,25,Nyakasikana Primary School,4500PFU2502,2,136,2,1,0,0,0,2,1,0,0,1,0,0,266,1,0,0,3,0,1,2,1,7,0,426,419
,,,,2 Polling Stations,Ward Total,2,194,4,1,0,0,0,5,1,0,0,1,0,0,381,1,0,0,4,0,1,2,1,8,0,606,598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt Darwin,Mt Darwin South,Pfura RDC,26,I & K Agribank Open Space Tent,4500PFU2601,0,382,0,0,0,0,0,0,0,0,1,0,0,0,310,1,0,0,4,0,0,0,0,12,0,710,698
Mt Darwin,Mt Darwin South,Pfura RDC,26,Kandeya Business Centre Tent A,4500PFU2602 A,1,183,2,0,0,2,0,4,0,0,1,0,0,0,421,1,0,0,1,1,2,0,0,4,0,623,619
Mt Darwin,Mt Darwin South,Pfura RDC,26,Kandeya Business Centre Tent B,4500PFU2602 B,1,170,0,0,0,0,0,0,0,0,0,0,0,0,424,1,0,1,2,0,1,0,0,6,0,606,600
Mt Darwin,Mt Darwin South,Pfura RDC,26,Kandeya Business Centre Tent C,4500PFU2602 C,1,195,1,0,0,1,0,3,0,0,0,0,0,1,417,0,0,0,2,0,1,0,0,5,0,627,622
